LakID,GLWD_ID,LAKE_NAME,COUNTRY,CONTINENT,LONG_DEG,LAT_DEG,X_CORRECTE,Y_CORRECTE,X_coord_au,Y_coord_au,ZZ_note_lo,GloFAS_sta,LisfloodX3,LisfloodY3,remap_com
220,1033,Chilko,Canada,North America,-124.11,51.34,-124.15,51.55,-124.05,51.25,,G0335,-124.175,51.575,remapped
221,1047,,Canada,North America,-103.45,56.78,-103.35,56.95,-103.35,56.95,,,-103.325,56.975,remapped
222,1064,,El Salvador,North America,-89.03,14.01,-88.75,13.95,-89.05,14.05,,,-88.925,13.925,remapped
223,1067,,Canada,North America,-97.32,60.4,-97.15,60.25,-97.45,60.45,on main,,-97.125,60.325,remapped
224,1075,Last Mountain,Canada,North America,-105.22,51.03,-105.05,50.85,-105.15,50.95,,G0373,-104.875,50.725,lake arrives near station before inflow
225,1081,Castignon,Canada,North America,-68.57,56.32,-68.65,56.35,-68.65,56.35,"area many lakes, not populated, cat2",,-68.575,56.425,remapped
226,1090,Lac La Croix,Canada,North America,-92.14,48.35,-92.15,48.35,-92.25,48.35,"cat2, our ldd is not corr., should drain N",G0462,-92.175,48.375,remapped
227,1112,Weagamow,Canada,North America,-91.37,52.88,-91.35,52.85,-91.35,52.85,,,-91.375,52.925,remapped
228,1166,,Canada,North America,-101.91,55.38,-102.05,55.45,-102.05,55.45,"cat2, not main river",,-102.025,55.425,remapped
229,1171,,Canada,North America,-66.27,56.26,-66.35,56.45,-66.35,56.45,,G0202,-66.325,56.425,remapped
230,1182,Cayuga Lake,United States,North America,-76.72,42.7,-76.75,42.75,-76.75,42.75,"cat2, lake ontario downstream, station",G0641,-76.725,42.875,remapped
231,1186,,Canada,North America,-99.22,58.91,-98.95,58.95,-99.05,58.85,,,-98.925,58.975,remapped
232,1188,Clear Lake,United States,North America,-122.77,39.02,-122.65,38.95,-122.65,38.95,lots of irrigation cannals between lake and river,,-122.675,38.975,remapped
233,1198,Aishihik,Canada,North America,-137.1,61.41,-137.05,61.25,-137.05,61.25,,G0159,-137.025,61.225,remapped
234,1199,Devils Lake,United States,North America,-98.97,48.02,-98.65,47.95,-98.65,47.95,,G0508,-98.675,47.975,remapped
235,1221,Pelican,Canada,North America,-100.34,52.46,-100.35,52.55,-100.35,52.55,"cat2, not main river",,-100.375,52.575,remapped
236,1223,,Canada,North America,-69.15,56.3,-69.15,56.55,-69.15,56.45,,G0212,-69.175,56.575,remapped
237,1227,,Canada,North America,-75.33,49.36,-75.35,49.45,-75.25,49.45,,,-75.275,49.425,remapped
238,1234,,Canada,North America,-94.69,50.03,-94.75,50.05,-94.65,49.95,"cat2, reservoir, many lakes, but station below",G0387,-94.725,50.025,remapped
239,1237,,Canada,North America,-93.49,53.15,-93.35,53.05,-93.45,53.15,,,-93.325,53.075,remapped
240,1239,Tazlina Lake,United States,North America,-146.51,61.88,-146.35,61.95,-146.45,61.85,"cat2, not populated",,-146.325,61.975,remapped
241,1242,,Canada,North America,-97.47,55.6,-97.45,55.65,-97.45,55.65,,G0245,-97.475,55.625,correct position - centered in pixel
242,1251,,Canada,North America,-76.81,51.41,-76.85,51.35,-76.85,51.35,,G0352,-76.825,51.375,remapped
243,1252,Savant,Canada,North America,-90.4,50.51,-90.35,50.65,-90.35,50.65,"cat2, not main river",,-90.325,50.675,remapped
244,1292,,Canada,North America,-136.37,60.34,-136.15,60.55,-136.35,60.35,cat2,,-136.125,60.525,remapped
245,1303,,Canada,North America,-103.05,55.83,-103.15,55.65,-103.15,55.75,"cat2, ot main river",,-103.175,55.675,remapped
246,1305,,Canada,North America,-89.45,50.52,-89.35,50.55,-89.35,50.55,,,-89.475,50.625,remapped
247,1308,,Canada,North America,-104.55,55.53,-104.45,55.45,-104.55,55.55,,,-104.475,55.425,remapped
248,1345,,Canada,North America,-68.17,56.67,-68.15,56.65,-68.15,56.65,"area many lakes, not populated, cat2",,-68.325,56.625,correct position
249,1347,,Canada,North America,-74.17,45.48,-74.05,45.45,-74.05,45.45,,,-73.925,45.375,improve gets water also from north east
250,1368,Lake Kissimmee,United States,North America,-81.27,27.9,-81.25,27.85,-81.25,27.95,not natural outlet-cannal,,-81.225,27.825,remapped
251,1376,,Canada,North America,-103.08,56.97,-103.05,56.95,-103.05,56.95,,,-103.075,56.925,remapped
252,1379,Otelnuc,Canada,North America,-68.19,56.15,-68.15,56.15,-68.15,56.15,"area many lakes, not populated, cat2",,-68.275,56.125,remapped
253,1396,,Canada,North America,-98.59,58.85,-98.35,58.85,-98.35,58.85,,,-98.375,58.875,remapped
254,1425,Wasekamio,Canada,North America,-108.76,56.74,-108.75,56.75,-108.75,56.75,"cat2, not on main river",,-108.725,56.725,remapped
255,1442,,Canada,North America,-97.98,55.48,-97.85,55.55,-97.85,55.55,,G0245,-97.875,55.525,remapped
256,1448,,Mexico,North America,-95.48,16.51,-95.45,16.45,-95.55,16.45,,G0961,-95.425,16.475,remapped
257,1449,Adams,Canada,North America,-119.56,51.18,-119.75,50.95,-119.65,51.15,,,-119.725,50.975,remapped
258,1451,,Canada,North America,-77.3,49.76,-77.15,49.85,-77.15,49.85,,G0404,-77.175,49.825,remapped
259,1468,,Canada,North America,-90.77,53.93,-90.65,54.05,-90.75,53.95,,G0255,-90.675,54.075,remapped
260,1477,Parent,Canada,North America,-77.11,48.6,-77.05,48.75,-77.05,48.65,,G0410,-77.025,48.725,remapped
261,1485,,Canada,North America,-101.12,59.57,-101.15,59.75,-101.25,59.65,,,-101.025,59.625,remapped
262,1489,Winefred,Canada,North America,-110.53,55.51,-110.55,55.55,-110.55,55.55,"cat2, not main river",,-110.525,55.575,remapped
263,1493,Lake Apopka,United States,North America,-81.62,28.62,-81.65,28.65,-81.65,28.65,,,-81.675,28.675,remapped
264,1496,,United States,North America,-89.44,40.96,-89.55,40.75,-89.55,40.75,this is wider channel rather than lake,,-89.525,40.775,remapped
265,1513,,Canada,North America,-89.09,50.78,-89.05,50.75,-89.15,50.75,,G0363,-89.075,50.775,correct position - centered in pixel
266,1545,,Canada,North America,-125.18,54.81,-124.95,54.85,-124.95,54.85,,,-124.975,54.825,remapped
267,1565,Coeur d'Alene Lake,United States,North America,-116.84,47.5,-116.85,47.65,-116.75,47.65,"cat2, small dam on river downstream a lake",,-116.825,47.675,remapped
268,1582,Nighthawk,Canada,North America,-80.98,48.44,-80.95,48.45,-80.95,48.45,,G0401,-80.975,48.525,remapped
269,1586,,Canada,North America,-97.75,55.4,-97.65,55.45,-97.65,55.45,,G0245,-97.675,55.425,remapped
270,1638,Istokpoga Lake,United States,North America,-81.28,27.37,-81.25,27.35,-81.25,27.35,not natural outlet-cannal,,-81.225,27.375,remapped
271,1661,,Canada,North America,-87.17,50.84,-87.15,50.85,-87.15,50.85,,,-87.125,50.825,remapped
272,1670,Petenwell Lake,United States,North America,-89.92,44.17,-90.05,44.05,-89.95,44.15,,G0640,-90.025,44.075,remapped
273,1677,Jackson Lake,United States,North America,-110.67,43.92,-110.65,43.85,-110.65,43.85,,,-110.625,43.825,remapped
274,1686,Chesuncook Lake,United States,North America,-69.33,45.98,-69.25,45.85,-69.35,45.95,,G0590,-69.275,45.925,remapped
275,1713,,Canada,North America,-91.94,52.96,-91.95,53.05,-91.95,52.95,,,-91.925,53.025,remapped
276,1714,Lake Poygan,United States,North America,-88.87,44.12,-88.55,44.05,-88.75,44.15,,,-88.625,44.075,remapped
277,1732,,Canada,North America,-60.8,52.46,-61.15,52.55,-60.95,52.55,"cat2, station downstream",G0291,-61.125,52.575,remapped
278,1742,,Canada,North America,-87.79,51.52,-87.95,51.55,-87.95,51.55,"cat2, not main river",,-87.925,51.525,remapped
279,1758,,Canada,North America,-102.59,55.57,-102.55,55.45,-102.85,55.55,,,-102.575,55.475,remapped
280,1786,,Canada,North America,-129.34,61.38,-129.25,61.15,-129.65,61.45,,G0156,-129.275,61.225,remapped
281,1799,,Canada,North America,-95.43,62.55,-95.15,62.45,-95.15,62.45,,,-95.175,62.475,remapped
282,7,Tanganyika,Zaire,Africa,29.46,-6.07,29.25,-5.95,29.25,-5.95,,,29.225,-5.925,remapped
283,10,Malawi,Malawi,Africa,34.59,-11.96,35.25,-14.35,35.25,-14.35,,,35.225,-14.375,remapped
284,16,Ladoga,Russia,Europe,31.39,60.84,31.05,59.95,31.05,59.95,,,31.075,59.975,remapped
285,18,Onegh,Russia,Europe,35.35,61.9,35.35,61.05,35.35,61.45,,,35.525,60.975,remapped
286,20,Titicaca,Peru,South America,-69.3,-15.92,-69.05,-16.55,-68.95,-16.45,"lake out: only10% outlet, 90% evap.",,-69.025,-16.525,remapped
287,21,Nicaragua,Nicaragua,North America,-85.36,11.57,-84.85,11.15,-84.85,11.15,,G1054,-84.825,11.125,remapped
288,29,Vanern,Sweden,Europe,13.22,58.88,12.55,58.45,12.45,58.45,,G0193,12.375,58.425,shift res 1 pxl North
289,30,Albert,Uganda,Africa,30.91,1.67,31.45,2.35,31.35,2.15,,,31.425,2.325,remapped
290,36,Mweru,Zambia,Africa,28.74,-9.01,28.85,-8.55,28.85,-8.55,,,28.875,-8.475,remapped
291,50,Peipus,Russia,Europe,27.59,58.41,27.65,58.95,27.65,58.95,,,27.675,58.975,remapped
292,55,T'ana,Ethiopia,Africa,37.31,11.95,37.35,11.65,37.35,11.65,,,37.375,11.675,remapped
293,67,Kivu,Zaire,Africa,29.23,-2.04,28.85,-2.45,28.85,-2.45,dams,,28.875,-2.425,remapped
294,69,Edward,Zaire,Africa,29.61,-0.39,29.55,-0.15,29.55,-0.25,,,29.625,-0.175,remapped
295,73,,Brazil,South America,-55.14,-2.88,-54.95,-2.45,-54.95,-2.45,,,-54.925,-2.375,shift 1pxl west and then 1pxl north
296,81,Bangweulu,Zambia,Africa,29.76,-11.19,29.75,-11.45,29.85,-11.35,,,29.825,-11.375,remapped
297,90,Mai-Ndombe,Zaire,Africa,18.32,-2.14,18.25,-2.65,18.25,-2.65,,,18.225,-2.675,remapped
298,94,Buenos Aires,Chile,South America,-72.5,-46.66,-72.85,-46.95,-72.85,-46.95,,,-72.775,-46.825,remapped
299,95,Vattern,Sweden,Europe,14.57,58.33,14.95,58.55,14.95,58.55,lots of smaller lakes downstream,G0188,14.975,58.525,remapped
300,99,Kyoga,Uganda,Africa,33.01,1.5,32.65,1.45,32.65,1.45,,,32.375,1.675,check with 325
301,117,Argentina,Argentina,South America,-73.03,-50.33,-72.05,-50.25,-72.05,-50.25,lake from glacier melt,,-71.975,-50.225,lake gets waters also from north No pop
302,119,Chishi,Zambia,Africa,29.72,-8.71,29.45,-8.95,29.55,-8.95,"Mweru Wantipa, cat2, unlike ldd doesnt flow toMweu",,29.525,-8.875,remapped
303,133,Poopo,Bolivia,South America,-67.06,-18.81,-67.05,-19.15,-67.05,-19.05,"cat2, very rarle water outflows (when wet)",,-67.025,-19.125,remapped
304,134,,Brazil,South America,-52.2,-2.16,-52.25,-1.65,-52.25,-1.85,,,-52.225,-1.675,remapped
305,136,Vygozero,Russia,Europe,34.84,63.54,34.35,63.85,34.35,63.85,,"G1563, G0073",34.325,63.825,remapped
306,157,Paijanne,Finland,Europe,25.49,61.71,25.65,61.45,25.55,61.65,,,25.575,61.275,remapped
307,160,Beloye,Russia,Europe,37.64,60.18,37.95,60.05,37.95,60.05,,,37.975,60.075,remapped
308,163,Granfjarden_MΣlaren,Sweden,,16.19,59.44,17.75,59.45,17.65,59.45,,G0175,17.725,59.425,remapped
309,164,Puruvesi,Finland,Europe,29.02,61.77,28.55,61.75,28.55,61.75,,,28.525,61.775,remapped
310,176,Managua,Nicaragua,North America,-86.35,12.32,-86.15,12.15,-86.25,12.25,sporadiaccly connected with l.nicaragua,,-86.125,12.225,remapped
311,186,Topozero,Russia,Europe,32.09,65.62,32.55,65.45,32.55,65.45,"cat2, not populated area, many lakes",,31.425,65.775,remapped - river flows opposite direction on 1deg
312,187,Orivesi,Finland,Europe,29.59,62.35,29.65,62.15,29.65,62.15,,,29.275,62.175,remapped
313,195,Pjelinen,Finland,Europe,29.71,63.16,30.15,62.95,30.15,62.95,hydraulic structure at the outlet?,G0108,30.175,62.925,remapped
314,214,Haukivesi,Finland,Europe,28.52,62.1,28.75,61.95,28.75,61.95,,,28.825,61.925,remapped
315,219,Colhue Huapi,Argentina,South America,-68.76,-45.47,-68.75,-45.65,-68.75,-45.65,"cat2, now endorheic, once outflowed to the river",,-68.925,-45.475,remapped
316,228,Segozero,Russia,Europe,33.76,63.32,33.95,63.35,33.85,63.35,,,33.925,63.375,remapped
317,250,Manych oudilo,Russia,Europe,42.98,46.26,42.35,46.55,42.55,46.45,,,42.375,46.525,remapped
318,255,Tumba,Zaire,Africa,17.98,-0.82,17.95,-0.65,17.95,-0.65,,,17.875,-0.675,remapped
319,273,Pyaozero,Russia,Europe,30.98,66.07,31.15,65.95,31.15,65.95,"cat2, not populated area, many lakes",,31.075,66.275,difficultAreaBestMatch shift to 31_075 and 66_275
320,277,Coari,Brazil,South America,-63.37,-4.25,-63.25,-4.05,-63.15,-4.05,,G1176,-63.225,-4.025,remapped
321,283,,Brazil,South America,-56.26,-1.54,-55.95,-1.75,-56.15,-1.55,,,-55.925,-1.725,remapped
322,295,Taupo,New Zealand,Oceania,175.9,-38.81,176.05,-38.75,176.05,-38.75,,,176.075,-38.725,remapped
323,310,Balaton,Hungary,Europe,17.83,46.88,18.05,46.95,18.05,46.95,"cat2, not on major river, but big",G0560,18.075,46.875,improve its in wrong pxl (1 pixel south)
324,314,Upemba,Zaire,Africa,26.4,-8.65,26.35,-8.65,26.25,-8.65,"not on main river, but somehow connected, cat2",,26.375,-8.625,remapped
325,325,Kwania,Uganda,Africa,32.65,1.72,32.25,1.65,32.35,1.65,,,32.375,1.575,"check with 300 (2 rivers, 2 lakes)"
326,327,Geneva,Switzerland,Europe,6.25,46.37,6.15,46.25,6.15,46.25,,G0554,6.175,46.275,remapped
327,343,Nahuel Huapi,Argentina,South America,-71.52,-40.92,-71.15,-41.05,-71.45,-41.05,,,-71.175,-41.075,remapped
328,346,Keitele,Finland,Europe,25.99,62.89,26.35,62.75,26.35,62.75,,,25.775,62.675,remapped
329,352,Bodensee,Germany,Europe,9.28,47.65,8.95,47.65,9.25,47.65,,,8.975,47.675,remapped
330,369,Nasijarvi,Finland,Europe,23.97,61.88,23.75,61.55,23.75,61.55,,,23.575,61.475,remapped
331,387,Hjalmaren,Sweden,Europe,15.86,59.23,15.85,59.25,15.85,59.25,,,16.275,59.275,remapped
332,393,Storsjon,Sweden,Europe,14.41,63.09,14.45,63.25,14.35,63.25,,,14.475,63.275,remapped
333,416,Ranco,Chile,South America,-72.48,-40.23,-72.55,-40.25,-72.55,-40.25,,,-72.525,-40.275,remapped
334,422,Onkivesi,Finland,Europe,27.77,62.64,27.95,62.35,27.85,62.45,,,27.875,62.828,shift to 27_875 and 62_828 check station G0113
335,427,Vozhe,Russia,Europe,39.1,60.57,38.95,60.75,38.95,60.75,"cat2, upstream of other lake",,38.925,60.725,remapped
336,434,Kubenskoye,Russia,Europe,39.45,59.64,39.65,59.45,39.35,59.65,"ldd incorrect, river should flow E not W",,39.725,59.475,remapped
337,440,,Brazil,South America,-57.22,-3.08,-57.05,-2.85,-57.05,-2.85,,,-56.975,-2.825,remapped
338,446,,Brazil,South America,-57.56,-3.91,-57.75,-3.35,-57.55,-3.95,,,-57.725,-3.425,remapped
339,448,Musters,Argentina,South America,-69.23,-45.41,-69.15,-45.55,-69.15,-45.55,"cat2, now endorheic, once outflowed to the river",,-69.175,-45.525,shift 1 pixel north
340,455,,Sudan,Africa,32.22,14.73,32.45,15.25,32.45,15.15,,,32.475,15.225,remapped
341,472,Sredneye Kuyto,Russia,Europe,31.59,65.02,31.75,64.95,31.75,64.95,"cat2, not populated, many lakes",G1562,31.925,64.875,remapped
342,476,,Brazil,South America,-55.38,-2.24,-55.15,-2.25,-55.15,-2.25,in reality some of lake inflow comes from river?,,-55.225,-2.225,remapped
343,481,Neagh,United Kingdom,Europe,-6.42,54.62,-6.45,54.75,-6.45,54.65,,,-6.475,54.725,remapped
344,499,Pool Malebo,Zaire,Africa,15.52,-4.22,15.35,-4.25,15.45,-4.35,,,15.325,-4.275,remapped
345,505,Garda,Italy,Europe,10.7,45.67,10.65,45.45,10.65,45.55,,,10.675,45.475,remapped
346,513,,Brazil,South America,-58.25,-2.92,-58.15,-2.85,-58.25,-2.85,"cat2, not dorectly connected to the river",,-58.175,-2.825,shift 1pxl north and then 1 pxl west
347,522,Vodlozero,Russia,Europe,36.92,62.32,36.75,62.25,36.85,62.35,,,37.075,62.225,remapped
348,525,Niangay,Mali,Africa,-3,15.85,-3.15,15.85,-3.05,15.85,"cat2, not sure if lake fedds river or oposite",G0970,-3.125,15.825,see question in efcc2254
349,533,Lacha,Russia,Europe,38.77,61.31,38.85,61.45,38.75,61.25,,,38.875,61.425,remapped
350,560,Biarini,Brazil,South America,-63.29,-3.51,-63.05,-3.55,-63.25,-3.55,,,-63.075,-3.575,remapped
351,586,Malombe,Malawi,Africa,35.26,-14.64,35.25,-14.75,35.25,-14.75,,,35.225,-14.725,remapped
352,588,Cochrane,Chile,South America,-71.95,-47.32,-72.45,-47.25,-72.45,-47.25,,,-72.475,-47.225,remapped
353,594,Tornetrask,Sweden,Europe,19.34,68.34,19.95,68.25,19.95,68.25,,,19.925,68.225,remapped
354,595,Wakatipu,New Zealand,Oceania,168.4,-44.98,168.65,-45.05,168.65,-45.05,,,168.675,-45.025,remapped
355,599,,Argentina,South America,-57.11,-28.44,-57.25,-28.45,-57.15,-28.35,"once it was one big lake, instead of 3?",,-57.125,-28.425,remapped
356,613,Retenue de la Lufira,Zaire,Africa,27.02,-10.9,27.15,-10.85,27.05,-10.85,real drainage direction? not sure...,,27.175,-10.825,remapped
357,654,Siljan,Sweden,Europe,14.8,60.86,14.95,60.75,14.85,60.85,"cat2, lots of smaller lakes downstream",,14.975,60.725,remapped
358,674,Kisale,Zaire,Africa,26.49,-8.28,26.55,-8.25,26.45,-8.25,"not closed, on main river",,26.525,-8.225,remapped
359,679,Vortis-Jarv,Estonia,Europe,26.04,58.22,26.15,58.35,26.15,58.35,cat2,,26.125,58.375,remapped
360,683,,Brazil,South America,-54.99,-1.99,-54.95,-1.95,-55.05,-1.95,"in reality, some lake inflow comes from river?",,-54.975,-1.975,correct position - centered in pixel
361,687,George,Uganda,Africa,30.17,0,30.15,-0.05,30.15,-0.05,,,30.175,-0.075,remapped
362,698,,Brazil,South America,-56.81,-2.96,-56.75,-2.85,-56.75,-2.85,,,-56.775,-2.875,remapped
363,707,Nzilo,Zaire,Africa,25.72,-10.66,25.45,-10.55,25.65,-10.55,,,25.475,-10.525,remapped
364,710,Uddjaur,Sweden,Europe,17.82,65.98,17.85,65.95,17.85,65.95,,,17.875,65.925,remapped
365,715,Suvasvesi,Finland,Europe,28.33,62.62,28.15,62.75,28.15,62.75,,,28.325,62.625,correct position
366,731,Zapatosa,Colombia,South America,-73.83,9.14,-73.95,9.05,-73.85,9.05,,,-73.925,9.025,remapped
367,741,Onangue,Gabon,Africa,10.05,-1.01,10.05,-0.95,10.05,-0.95,"keep but on side, most of flow passes the lake",,10.025,-0.875,remapped
368,758,Hornavan,Sweden,Europe,17.59,66.24,17.75,66.15,17.75,66.15,"cat2, upstream of big lake, lake mess",,17.775,66.125,remapped
369,785,Debo,Mali,Africa,-4.16,15.3,-4.25,15.35,-4.25,15.25,on the main channel,G0979,-4.225,15.375,remapped
370,820,,Algeria,Africa,-2.68,30.92,-2.65,30.85,-2.65,30.85,dry,,-2.625,30.825,remapped
371,826,Badajos,Brazil,South America,-62.74,-3.29,-62.75,-3.35,-62.95,-3.25,,,-62.725,-3.325,remapped
372,831,Rupanco,Chile,South America,-72.44,-40.83,-72.45,-40.85,-72.45,-40.85,"cat2, close to sea, not poplulated",,-72.475,-40.825,remapped
373,832,Wanaka,New Zealand,Oceania,169.14,-44.43,169.05,-44.55,169.15,-44.65,,,169.125,-44.675,remapped
374,834,Hedesundefj,Sweden,Europe,17.14,60.33,17.35,60.45,17.35,60.45,,G0153,17.325,60.425,remapped
375,835,Grande de Manacapuru,Brazil,South America,-61.47,-3.03,-61.25,-3.05,-61.45,-3.05,,,-61.275,-3.025,remapped
376,838,,Russia,Europe,31.88,64.48,31.95,64.45,31.95,64.45,,,31.925,64.475,remapped
377,840,Yalpug,Ukraine,Europe,28.63,45.48,28.65,45.35,28.65,45.35,,,28.725,45.325,remapped
378,861,Lovozero,Russia,Europe,35.22,67.9,35.15,67.95,35.15,67.95,"cat2, reservoir downstream",,35.225,67.975,remapped
379,875,,Russia,Europe,41.09,47.06,40.75,47.15,41.35,46.95,some kind of hydraulic structure,,40.775,47.125,remapped
380,878,,Brazil,South America,-61.05,-3.11,-60.85,-3.15,-60.75,-3.25,,,-60.925,-3.125,remapped
381,886,Juojarvi,Finland,Europe,28.69,62.68,28.65,62.65,28.65,62.65,"cat2, many lakes around",,28.675,62.625,remapped
382,888,,Finland,Europe,27.37,63.03,27.65,62.95,27.65,62.95,,,27.675,62.975,remapped
383,889,Amana,Brazil,South America,-64.68,-2.56,-64.55,-2.75,-64.55,-2.75,,,-64.575,-2.725,remapped
384,893,Neuchatel,Switzerland,Europe,6.84,46.9,6.95,46.95,6.95,46.95,,,6.975,46.975,remapped
385,896,Mamia,Brazil,South America,-63.05,-4.25,-63.05,-4.15,-63.05,-4.15,,,-63.025,-4.125,remapped
386,897,Femunden,Norway,Europe,11.85,62.17,11.75,62.05,11.85,62.15,,,11.925,61.925,remapped
387,901,Virmasvesi,Finland,Europe,26.87,62.83,26.75,62.75,26.75,62.75,,,26.775,62.725,remapped
388,915,,Brazil,South America,-60.79,-3.33,-60.75,-3.25,-60.85,-3.35,,,-60.675,-3.275,correct position - centered in pixel
389,917,Zimbambo,Zaire,Africa,26.88,-8.11,26.85,-8.15,26.85,-8.05,"not on main river, in real drains to Kabamba, cat2",,26.925,-8.025,LddOkGoesTo Kabamba Improve to 26_925 and -8_025
390,919,,Russia,Europe,30.68,65.06,30.75,65.05,30.75,65.05,"cat2, not populated, many lakes",G1562,30.775,65.075,remapped
391,928,Konnevesi,Finland,Europe,26.54,62.69,26.35,62.65,26.65,62.55,,,26.325,62.625,remapped
392,941,,Brazil,South America,-56.72,-2.07,-56.75,-2.15,-56.75,-2.15,,,-56.775,-2.175,correct position
393,948,Maggiore,Italy,Europe,8.63,45.96,8.55,45.75,8.65,45.95,,G0570,8.575,45.725,remapped
394,953,,Brazil,South America,-56.63,-2.26,-56.45,-2.25,-56.55,-2.25,in reality some of lake inflow comes from river?,,-56.475,-2.175,shift 1 pxl west
395,961,Storavan,Sweden,Europe,18.21,65.74,18.15,65.65,18.35,65.65,,,18.125,65.675,remapped
396,1002,Tekapo,New Zealand,Oceania,170.53,-43.75,170.45,-43.95,170.55,-43.85,"cat2, some hyd. structure, reservoir downsteam",,170.475,-43.975,remapped
397,1006,,Argentina,South America,-56.96,-28.23,-56.95,-28.25,-56.95,-28.25,"once it was one big lake, instead of 3?",,-56.975,-28.225,remapped
398,1023,Kianta,Finland,Europe,29.12,65.03,29.05,64.95,29.05,64.95,"cat2, big reservoir downstream",,28.975,64.875,remapped
399,1028,Bolmen,Sweden,Europe,13.67,56.92,13.65,56.75,13.75,57.05,"cat2, not on major river",,13.675,56.775,remapped
400,1030,Langelmavesi,Finland,Europe,24.47,61.57,24.35,61.55,24.35,61.55,"cat2, keep for testing",,24.325,61.525,remapped
401,1034,,Brazil,South America,-58.68,-4.17,-58.75,-4.05,-58.75,-4.05,,,-58.775,-3.975,in glwd shp lake much longer
402,1042,Asnen,Sweden,Europe,14.72,56.7,14.75,56.55,14.65,56.65,"cat2, not on major river",,14.725,56.525,remapped
403,1046,Kabamba,Zaire,Africa,27.04,-7.9,27.05,-7.95,27.05,-7.95,"not on main river, cat2",,27.025,-7.875,remapped
404,1057,Corrib,Ireland,Europe,-9.17,53.42,-9.15,53.45,-9.25,53.45,"close to sea, but populated area",,-9.075,53.325,remapped
405,1080,Bisina,Uganda,Africa,34.03,1.66,33.85,1.65,33.95,1.65,,,33.875,1.675,remapped
406,1095,Randijaur,Sweden,Europe,19.06,66.8,19.35,66.75,19.15,66.75,"cat2, some reservoir downstream",G0056,19.375,66.675,remapped
407,1109,Villarrica,Chile,South America,-72.09,-39.26,-72.15,-39.25,-72.15,-39.25,,,-72.175,-39.275,remapped
408,1111,,Bolivia,South America,-67.1,-18.11,-67.15,-18.15,-67.05,-18.05,,,-67.075,-18.125,remapped
409,1115,Neusiedl,Austria,Europe,16.78,47.8,16.85,47.65,16.75,47.75,"cat2, not on major river",,16.825,47.675,remapped
410,1134,Kampolombo,Zambia,Africa,29.67,-11.67,29.75,-11.75,29.75,-11.55,,,29.775,-11.575,remapped
411,1137,Aiapua,Brazil,South America,-62.13,-4.46,-62.15,-4.45,-62.15,-4.45,"cat2, not sure if outflow goes to main river",,-62.125,-4.475,correct position - centered in pixel
412,1159,,Sudan,Africa,30.46,9.16,30.45,9.15,30.45,9.15,"cat2, maybe seasonal, fed by river?",,30.375,9.375,remapped
413,1195,Blanc,Chile,South America,-69.04,-54.07,-68.95,-53.95,-69.05,-54.05,,,-68.975,-53.975,remapped
414,1197,,Russia,Europe,33.11,57.2,33.15,57.15,33.05,57.15,,,33.175,57.175,remapped
415,1201,Vanajanselka,Finland,Europe,24.09,61.18,24.15,61.15,24.15,61.15,"cat2, lake mess, goes straight to river",,24.075,61.175,correct position - centered in pixel
416,1207,Puyehue,Chile,South America,-72.47,-40.68,-72.55,-40.65,-72.55,-40.65,"cat2, close to sea, not poplulated",,-72.575,-40.675,remapped
417,1241,Tefe,Brazil,South America,-64.75,-3.45,-64.75,-3.35,-64.75,-3.35,,,-64.775,-3.325,remapped
418,1246,Lappajarvi,Finland,Europe,23.67,63.15,23.65,63.25,23.65,63.25,"cat2, not populated",,23.675,63.225,remapped
419,1250,,Russia,Europe,38.51,59.65,38.45,59.55,38.55,59.65,,,38.475,59.575,remapped
420,1285,Stroms Vattudal,Sweden,Europe,15.36,64.02,15.55,63.85,15.55,63.85,"cat2, lots of smaller lakes, reservoirs downstream",,15.525,63.875,remapped
421,1313,,New Zealand,Oceania,170.86,-43.54,171.05,-43.75,170.95,-43.65,natural outlet,,171.125,-43.725,remapped
422,1314,,Brazil,South America,-58.92,-4.24,-58.95,-4.15,-58.95,-4.15,,,-58.875,-3.975,in glwd shp lake much longer
423,1315,Tanda,Mali,Africa,-4.77,15.71,-4.65,15.75,-4.65,15.75,"cat2, not sure if lake fedds river or oposite",,-4.825,15.725,remapped - river flows in opposite direction on 1deg
424,1355,General Vintter,Argentina,South America,-71.53,-43.93,-71.45,-43.95,-71.55,-43.95,,,-71.475,-43.925,remapped
425,1392,Tyrifjorden,Norway,Europe,10.17,60.02,10.05,60.05,10.15,60.05,,G0161,10.075,60.025,remapped
426,1409,,Australia,Australia,142.53,-32.27,142.45,-32.25,142.45,-32.25,"cat3, dry area",,142.525,-32.275,correct position
427,1414,,Brazil,South America,-56.55,-1.33,-56.45,-1.35,-56.45,-1.35,,,-56.475,-1.325,remapped
428,1420,Sommen,Sweden,Europe,15.19,58.01,15.05,58.05,15.05,58.05,"cat2, not on major river",,15.025,58.075,remapped
429,1423,Skagern,Sweden,Europe,14.25,58.99,14.35,59.05,14.35,59.05,"cat 2, just upsteam of a big lake",,14.175,58.975,remapped
430,1438,Randsfjorden,Norway,Europe,10.3,60.53,10.35,60.35,10.35,60.65,,,10.375,60.275,remapped
431,1457,,Brazil,South America,-57.93,-3.69,-57.95,-3.55,-57.95,-3.65,,,-57.975,-3.575,remapped
